tanggal,pm10,so2,co,o3,no2,max,critical,categori,lokasi_spku
1/3/2011,41,16,35.0,31,15,41,PM10,BAIK,JAKARTA
1/4/2011,53,17,19.0,77,11,77,O3,SEDANG,JAKARTA
1/5/2011,59,12,21.0,61,12,61,O3,SEDANG,JAKARTA
1/6/2011,57,11,30.0,94,19,94,O3,SEDANG,JAKARTA
1/7/2011,57,17,28.0,67,19,67,O3,SEDANG,JAKARTA
1/8/2011,70,22,37.0,69,16,70,PM10,SEDANG,JAKARTA
1/9/2011,74,20,35.0,78,18,78,O3,SEDANG,JAKARTA
1/10/2011,55,19,21.0,89,13,89,O3,SEDANG,JAKARTA
1/11/2011,52,18,24.0,63,12,63,O3,SEDANG,JAKARTA
1/12/2011,60,20,28.0,58,15,60,PM10,SEDANG,JAKARTA
1/13/2011,71,16,28.0,73,18,73,O3,SEDANG,JAKARTA
1/14/2011,70,15,24.0,55,17,70,PM10,SEDANG,JAKARTA
1/15/2011,90,15,26.0,58,17,90,PM10,SEDANG,JAKARTA
1/16/2011,66,13,16.0,22,8,66,PM10,SEDANG,JAKARTA
1/17/2011,67,14,20.0,46,13,67,PM10,SEDANG,JAKARTA
1/18/2011,80,12,31.0,48,17,80,PM10,SEDANG,JAKARTA
1/19/2011,42,13,70.0,48,16,70,CO,SEDANG,JAKARTA
1/20/2011,49,16,26.0,44,16,49,PM10,BAIK,JAKARTA
1/21/2011,50,13,43.0,55,21,55,O3,SEDANG,JAKARTA
1/22/2011,65,16,44.0,50,23,65,PM10,SEDANG,JAKARTA
1/23/2011,67,14,59.0,48,14,67,PM10,SEDANG,JAKARTA
1/24/2011,63,20,33.0,44,17,63,PM10,SEDANG,JAKARTA
1/25/2011,60,23,27.0,59,19,60,PM10,SEDANG,JAKARTA
1/26/2011,58,24,26.0,70,17,70,O3,SEDANG,JAKARTA
1/27/2011,94,20,26.0,40,19,94,PM10,SEDANG,JAKARTA
1/28/2011,68,14,38.0,37,16,68,PM10,SEDANG,JAKARTA
1/29/2011,48,14,23.0,45,12,48,PM10,BAIK,JAKARTA
1/30/2011,56,16,25.0,42,13,56,PM10,SEDANG,JAKARTA
1/31/2011,47,14,22.0,24,8,47,PM10,BAIK,JAKARTA
2/1/2011,56,20,22.0,29,11,56,PM10,SEDANG,JAKARTA
2/2/2011,60,18,29.0,45,16,60,PM10,SEDANG,JAKARTA
2/3/2011,50,16,24.0,48,12,50,PM10,BAIK,JAKARTA
2/4/2011,49,16,27.0,42,16,49,PM10,BAIK,JAKARTA
2/5/2011,56,14,44.0,51,19,56,PM10,SEDANG,JAKARTA
2/6/2011,38,15,21.0,38,16,38,PM10,BAIK,JAKARTA
2/7/2011,51,16,24.0,37,16,51,PM10,SEDANG,JAKARTA
2/8/2011,57,17,38.0,53,18,57,PM10,SEDANG,JAKARTA
2/9/2011,55,19,30.0,70,22,70,O3,SEDANG,JAKARTA
2/10/2011,73,18,38.0,64,21,73,PM10,SEDANG,JAKARTA
2/11/2011,78,21,55.0,99,24,99,O3,SEDANG,JAKARTA
2/12/2011,81,17,79.0,85,18,85,O3,SEDANG,JAKARTA
2/13/2011,71,18,34.0,97,16,97,O3,SEDANG,JAKARTA
2/14/2011,62,12,39.0,49,18,62,PM10,SEDANG,JAKARTA
2/15/2011,55,15,53.0,52,20,55,PM10,SEDANG,JAKARTA
2/16/2011,65,16,39.0,47,22,65,PM10,SEDANG,JAKARTA
2/17/2011,59,22,33.0,61,18,61,O3,SEDANG,JAKARTA
2/18/2011,59,18,24.0,58,17,59,PM10,SEDANG,JAKARTA
2/19/2011,59,21,33.0,45,21,59,PM10,SEDANG,JAKARTA
2/20/2011,53,17,24.0,46,17,53,PM10,SEDANG,JAKARTA
2/21/2011,55,16,22.0,56,17,56,O3,SEDANG,JAKARTA
2/22/2011,68,15,47.0,52,19,68,PM10,SEDANG,JAKARTA
2/23/2011,63,15,27.0,59,17,63,PM10,SEDANG,JAKARTA
2/24/2011,47,6,23.0,47,19,47,PM10,BAIK,JAKARTA
2/25/2011,61,9,23.0,42,18,61,PM10,SEDANG,JAKARTA
2/26/2011,62,14,24.0,44,18,62,PM10,SEDANG,JAKARTA
2/27/2011,55,15,38.0,27,22,55,PM10,SEDANG,JAKARTA
2/28/2011,52,16,33.0,22,16,52,PM10,SEDANG,JAKARTA
3/1/2011,40,14,26.0,42,8,42,O3,BAIK,JAKARTA
3/2/2011,40,15,21.0,34,8,40,PM10,BAIK,JAKARTA
3/3/2011,53,16,22.0,36,9,53,PM10,SEDANG,JAKARTA
3/4/2011,51,18,27.0,42,13,51,PM10,SEDANG,JAKARTA
3/5/2011,40,17,35.0,35,13,40,PM10,BAIK,JAKARTA
3/6/2011,51,14,24.0,31,10,51,PM10,SEDANG,JAKARTA
3/7/2011,54,14,17.0,30,11,54,PM10,SEDANG,JAKARTA
3/8/2011,43,14,20.0,33,9,43,PM10,BAIK,JAKARTA
3/9/2011,51,17,25.0,47,17,51,PM10,SEDANG,JAKARTA
3/10/2011,54,17,26.0,43,17,54,PM10,SEDANG,JAKARTA
3/11/2011,58,15,24.0,52,11,58,PM10,SEDANG,JAKARTA
3/12/2011,54,17,26.0,60,28,60,O3,SEDANG,JAKARTA
3/13/2011,67,17,25.0,47,15,67,PM10,SEDANG,JAKARTA
3/14/2011,68,15,47.0,31,17,68,PM10,SEDANG,JAKARTA
3/15/2011,71,16,25.0,72,17,72,O3,SEDANG,JAKARTA
3/16/2011,59,19,35.0,96,18,96,O3,SEDANG,JAKARTA
3/17/2011,67,19,54.0,111,21,111,O3,TIDAK SEHAT,JAKARTA
3/18/2011,87,22,33.0,79,20,87,PM10,SEDANG,JAKARTA
3/19/2011,78,17,29.0,76,23,78,PM10,SEDANG,JAKARTA
3/20/2011,61,15,32.0,83,23,83,O3,SEDANG,JAKARTA
3/21/2011,52,13,20.0,38,11,52,PM10,SEDANG,JAKARTA
3/22/2011,52,15,22.0,33,9,52,PM10,SEDANG,JAKARTA
3/23/2011,51,15,22.0,26,9,51,PM10,SEDANG,JAKARTA
3/24/2011,47,14,18.0,26,8,47,PM10,BAIK,JAKARTA
3/25/2011,47,14,22.0,35,14,47,PM10,BAIK,JAKARTA
3/26/2011,51,13,22.0,38,8,51,PM10,SEDANG,JAKARTA
3/27/2011,55,13,19.0,33,15,55,PM10,SEDANG,JAKARTA
3/28/2011,44,13,15.0,29,13,44,PM10,BAIK,JAKARTA
3/29/2011,45,13,16.0,25,8,45,PM10,BAIK,JAKARTA
3/30/2011,49,14,19.0,28,8,49,PM10,BAIK,JAKARTA
3/31/2011,42,14,21.0,24,7,42,PM10,BAIK,JAKARTA
4/1/2011,45,14,20.0,21,8,45,PM10,BAIK,JAKARTA
4/2/2011,48,15,24.0,26,6,48,PM10,BAIK,JAKARTA
4/3/2011,52,14,13.0,28,7,52,PM10,SEDANG,JAKARTA
4/4/2011,50,15,23.0,39,12,50,PM10,BAIK,JAKARTA
4/5/2011,59,14,21.0,42,15,59,PM10,SEDANG,JAKARTA
4/6/2011,52,14,19.0,38,8,52,PM10,SEDANG,JAKARTA
4/7/2011,57,15,20.0,36,12,57,PM10,SEDANG,JAKARTA
4/8/2011,55,18,24.0,44,15,55,PM10,SEDANG,JAKARTA
4/9/2011,50,21,33.0,44,14,50,PM10,BAIK,JAKARTA
4/10/2011,39,16,23.0,49,19,49,O3,BAIK,JAKARTA
4/11/2011,40,17,30.0,44,23,44,O3,BAIK,JAKARTA
4/12/2011,72,22,35.0,90,19,90,O3,SEDANG,JAKARTA
4/13/2011,80,23,32.0,116,25,116,O3,TIDAK SEHAT,JAKARTA
4/14/2011,65,22,35.0,74,26,74,O3,SEDANG,JAKARTA
4/15/2011,65,23,36.0,122,23,122,O3,TIDAK SEHAT,JAKARTA
4/16/2011,84,18,29.0,171,34,171,O3,TIDAK SEHAT,JAKARTA
4/17/2011,77,14,51.0,126,19,126,O3,TIDAK SEHAT,JAKARTA
4/18/2011,64,15,29.0,124,26,124,O3,TIDAK SEHAT,JAKARTA
4/19/2011,65,17,38.0,128,29,128,O3,TIDAK SEHAT,JAKARTA
4/20/2011,77,23,30.0,89,19,89,O3,SEDANG,JAKARTA
4/21/2011,62,19,33.0,94,27,94,O3,SEDANG,JAKARTA
4/22/2011,66,16,26.0,125,22,125,O3,TIDAK SEHAT,JAKARTA
4/23/2011,62,15,18.0,127,22,127,O3,TIDAK SEHAT,JAKARTA
4/24/2011,64,15,27.0,83,16,83,O3,SEDANG,JAKARTA
4/25/2011,65,17,39.0,70,16,70,O3,SEDANG,JAKARTA
4/26/2011,71,24,27.0,62,15,71,PM10,SEDANG,JAKARTA
4/27/2011,68,25,43.0,71,22,71,O3,SEDANG,JAKARTA
4/28/2011,62,18,32.0,69,15,69,O3,SEDANG,JAKARTA
4/29/2011,77,19,27.0,76,20,77,PM10,SEDANG,JAKARTA
4/30/2011,74,19,42.0,78,23,78,O3,SEDANG,JAKARTA
5/1/2011,71,18,54.0,88,31,88,O3,SEDANG,JAKARTA
5/2/2011,61,19,35.0,98,29,98,O3,SEDANG,JAKARTA
5/3/2011,69,22,31.0,69,28,69,PM10,SEDANG,JAKARTA
5/4/2011,63,18,26.0,47,17,63,PM10,SEDANG,JAKARTA
5/5/2011,76,17,28.0,63,20,76,PM10,SEDANG,JAKARTA
5/6/2011,58,22,36.0,65,23,65,O3,SEDANG,JAKARTA
5/7/2011,63,22,38.0,66,14,66,O3,SEDANG,JAKARTA
5/8/2011,56,15,42.0,50,13,56,PM10,SEDANG,JAKARTA
5/9/2011,51,9,20.0,153,27,153,O3,TIDAK SEHAT,JAKARTA
5/10/2011,78,20,29.0,137,24,137,O3,TIDAK SEHAT,JAKARTA
5/11/2011,79,19,30.0,92,29,92,O3,SEDANG,JAKARTA
5/12/2011,84,19,32.0,82,20,84,PM10,SEDANG,JAKARTA
5/13/2011,59,18,35.0,87,18,87,O3,SEDANG,JAKARTA
5/14/2011,66,17,37.0,84,27,84,O3,SEDANG,JAKARTA
5/15/2011,66,16,31.0,99,20,99,O3,SEDANG,JAKARTA
5/16/2011,61,17,30.0,139,27,139,O3,TIDAK SEHAT,JAKARTA
5/17/2011,63,23,30.0,133,21,133,O3,TIDAK SEHAT,JAKARTA
5/18/2011,69,18,34.0,85,19,85,O3,SEDANG,JAKARTA
5/19/2011,89,20,43.0,88,22,89,PM10,SEDANG,JAKARTA
5/20/2011,68,20,36.0,107,19,107,O3,TIDAK SEHAT,JAKARTA
5/21/2011,70,15,34.0,82,26,82,O3,SEDANG,JAKARTA
5/22/2011,84,11,38.0,78,11,84,PM10,SEDANG,JAKARTA
5/23/2011,75,15,32.0,140,30,140,O3,TIDAK SEHAT,JAKARTA
5/24/2011,68,19,34.0,96,19,96,O3,SEDANG,JAKARTA
5/25/2011,64,21,37.0,113,22,113,O3,TIDAK SEHAT,JAKARTA
5/26/2011,66,19,40.0,114,25,114,O3,TIDAK SEHAT,JAKARTA
5/27/2011,72,21,37.0,95,18,95,O3,SEDANG,JAKARTA
5/28/2011,86,21,35.0,111,17,111,O3,TIDAK SEHAT,JAKARTA
5/29/2011,97,23,31.0,107,17,107,O3,TIDAK SEHAT,JAKARTA
5/30/2011,92,20,32.0,98,21,98,O3,SEDANG,JAKARTA
5/31/2011,81,21,35.0,93,26,93,O3,SEDANG,JAKARTA
6/1/2011,91,21,70.0,82,23,91,PM10,SEDANG,JAKARTA
6/2/2011,68,17,25.0,65,13,68,PM10,SEDANG,JAKARTA
6/3/2011,65,19,18.0,50,10,65,PM10,SEDANG,JAKARTA
6/4/2011,73,21,17.0,56,11,73,PM10,SEDANG,JAKARTA
6/5/2011,77,17,28.0,54,15,77,PM10,SEDANG,JAKARTA
6/6/2011,70,17,37.0,81,21,81,O3,SEDANG,JAKARTA
6/7/2011,66,15,41.0,92,20,92,O3,SEDANG,JAKARTA
6/8/2011,90,20,35.0,85,31,90,PM10,SEDANG,JAKARTA
6/9/2011,82,15,37.0,121,27,121,O3,TIDAK SEHAT,JAKARTA
6/10/2011,71,18,32.0,93,19,93,O3,SEDANG,JAKARTA
6/11/2011,65,22,39.0,94,20,94,O3,SEDANG,JAKARTA
6/12/2011,93,21,29.0,84,25,93,PM10,SEDANG,JAKARTA
6/13/2011,63,18,29.0,91,20,91,O3,SEDANG,JAKARTA
6/14/2011,88,23,27.0,93,20,93,O3,SEDANG,JAKARTA
6/15/2011,104,23,41.0,137,23,137,O3,TIDAK SEHAT,JAKARTA
6/16/2011,110,23,35.0,103,19,110,PM10,TIDAK SEHAT,JAKARTA
6/17/2011,105,20,34.0,81,24,105,PM10,TIDAK SEHAT,JAKARTA
6/18/2011,85,15,24.0,128,20,128,O3,TIDAK SEHAT,JAKARTA
6/19/2011,108,12,29.0,119,25,119,O3,TIDAK SEHAT,JAKARTA
6/20/2011,109,13,32.0,88,27,109,PM10,TIDAK SEHAT,JAKARTA
6/21/2011,97,19,30.0,82,26,97,PM10,SEDANG,JAKARTA
6/22/2011,112,22,29.0,92,21,112,PM10,TIDAK SEHAT,JAKARTA
6/23/2011,109,13,29.0,94,39,109,PM10,TIDAK SEHAT,JAKARTA
6/24/2011,107,16,29.0,85,16,107,PM10,TIDAK SEHAT,JAKARTA
6/25/2011,87,11,27.0,79,13,87,PM10,SEDANG,JAKARTA
6/26/2011,103,12,19.0,73,13,103,PM10,TIDAK SEHAT,JAKARTA
6/27/2011,85,12,23.0,49,19,85,PM10,SEDANG,JAKARTA
6/28/2011,72,10,28.0,122,20,122,O3,TIDAK SEHAT,JAKARTA
6/29/2011,68,15,27.0,157,20,157,O3,TIDAK SEHAT,JAKARTA
6/30/2011,80,16,33.0,127,22,127,O3,TIDAK SEHAT,JAKARTA
7/1/2011,85,14,33.0,65,19,85,PM10,SEDANG,JAKARTA
7/2/2011,128,17,37.0,81,18,128,PM10,TIDAK SEHAT,JAKARTA
7/3/2011,94,14,25.0,90,14,94,PM10,SEDANG,JAKARTA
7/4/2011,89,13,24.0,75,15,89,PM10,SEDANG,JAKARTA
7/5/2011,93,21,35.0,90,19,93,PM10,SEDANG,JAKARTA
7/6/2011,61,18,27.0,80,17,80,O3,SEDANG,JAKARTA
7/7/2011,79,22,27.0,90,15,90,O3,SEDANG,JAKARTA
7/8/2011,80,20,25.0,88,15,88,O3,SEDANG,JAKARTA
7/9/2011,80,17,21.0,60,13,80,PM10,SEDANG,JAKARTA
7/10/2011,83,19,18.0,73,12,83,PM10,SEDANG,JAKARTA
7/11/2011,66,13,27.0,92,17,92,O3,SEDANG,JAKARTA
7/12/2011,92,20,30.0,78,17,92,PM10,SEDANG,JAKARTA
7/13/2011,74,20,28.0,82,13,82,O3,SEDANG,JAKARTA
7/14/2011,102,17,27.0,105,17,105,O3,TIDAK SEHAT,JAKARTA
7/15/2011,104,14,30.0,174,19,174,O3,TIDAK SEHAT,JAKARTA
7/16/2011,81,14,29.0,120,19,120,O3,TIDAK SEHAT,JAKARTA
7/17/2011,101,28,31.0,84,17,101,PM10,TIDAK SEHAT,JAKARTA
7/18/2011,122,18,35.0,84,26,122,PM10,TIDAK SEHAT,JAKARTA
7/19/2011,97,22,32.0,74,17,97,PM10,SEDANG,JAKARTA
7/20/2011,70,16,26.0,71,13,71,O3,SEDANG,JAKARTA
7/21/2011,107,21,23.0,63,12,107,PM10,TIDAK SEHAT,JAKARTA
7/22/2011,73,22,23.0,55,10,73,PM10,SEDANG,JAKARTA
7/23/2011,103,19,53.0,76,13,103,PM10,TIDAK SEHAT,JAKARTA
7/24/2011,116,16,25.0,107,15,116,PM10,TIDAK SEHAT,JAKARTA
7/25/2011,83,13,30.0,127,22,127,O3,TIDAK SEHAT,JAKARTA
7/26/2011,86,22,32.0,104,18,104,O3,TIDAK SEHAT,JAKARTA
7/27/2011,100,24,25.0,82,18,100,PM10,SEDANG,JAKARTA
7/28/2011,103,16,29.0,113,18,113,O3,TIDAK SEHAT,JAKARTA
7/29/2011,70,16,27.0,136,24,136,O3,TIDAK SEHAT,JAKARTA
7/30/2011,87,15,27.0,129,23,129,O3,TIDAK SEHAT,JAKARTA
7/31/2011,96,14,23.0,73,19,96,PM10,SEDANG,JAKARTA
8/1/2011,110,20,23.0,67,16,110,PM10,TIDAK SEHAT,JAKARTA
8/2/2011,95,17,25.0,69,15,95,PM10,SEDANG,JAKARTA
8/3/2011,110,15,28.0,165,20,165,O3,TIDAK SEHAT,JAKARTA
8/4/2011,71,12,27.0,117,26,117,O3,TIDAK SEHAT,JAKARTA
8/5/2011,89,16,29.0,168,22,168,O3,TIDAK SEHAT,JAKARTA
8/6/2011,119,16,27.0,105,16,119,PM10,TIDAK SEHAT,JAKARTA
8/7/2011,115,16,37.0,82,13,115,PM10,TIDAK SEHAT,JAKARTA
8/8/2011,134,14,24.0,91,15,134,PM10,TIDAK SEHAT,JAKARTA
8/9/2011,118,17,23.0,107,14,118,PM10,TIDAK SEHAT,JAKARTA
8/10/2011,127,15,25.0,138,16,138,O3,TIDAK SEHAT,JAKARTA
8/11/2011,127,11,24.0,110,16,127,PM10,TIDAK SEHAT,JAKARTA
8/12/2011,86,14,13.0,92,13,92,O3,SEDANG,JAKARTA
8/13/2011,95,12,19.0,91,13,95,PM10,SEDANG,JAKARTA
8/14/2011,110,13,20.0,77,15,110,PM10,TIDAK SEHAT,JAKARTA
8/15/2011,69,16,33.0,87,19,87,O3,SEDANG,JAKARTA
8/16/2011,100,13,29.0,76,17,100,PM10,SEDANG,JAKARTA
8/17/2011,136,13,22.0,83,15,136,PM10,TIDAK SEHAT,JAKARTA
8/18/2011,171,16,42.0,101,22,171,PM10,TIDAK SEHAT,JAKARTA
8/19/2011,138,11,30.0,78,14,138,PM10,TIDAK SEHAT,JAKARTA
8/20/2011,100,15,20.0,65,17,100,PM10,SEDANG,JAKARTA
8/21/2011,113,15,21.0,77,13,113,PM10,TIDAK SEHAT,JAKARTA
8/22/2011,146,17,28.0,124,22,146,PM10,TIDAK SEHAT,JAKARTA
8/23/2011,126,17,29.0,101,16,126,PM10,TIDAK SEHAT,JAKARTA
8/24/2011,105,17,29.0,92,18,105,PM10,TIDAK SEHAT,JAKARTA
8/25/2011,83,19,28.0,152,18,152,O3,TIDAK SEHAT,JAKARTA
8/26/2011,110,17,27.0,148,18,148,O3,TIDAK SEHAT,JAKARTA
8/27/2011,126,14,34.0,79,13,126,PM10,TIDAK SEHAT,JAKARTA
8/28/2011,116,13,30.0,75,13,116,PM10,TIDAK SEHAT,JAKARTA
8/29/2011,98,12,23.0,66,11,98,PM10,SEDANG,JAKARTA
8/30/2011,86,12,21.0,93,11,93,O3,SEDANG,JAKARTA
8/31/2011,83,14,36.0,95,14,95,O3,SEDANG,JAKARTA
9/1/2011,68,10,13.0,97,14,97,O3,SEDANG,JAKARTA
9/2/2011,92,11,25.0,76,10,92,PM10,SEDANG,JAKARTA
9/3/2011,79,9,12.0,102,11,102,O3,TIDAK SEHAT,JAKARTA
9/4/2011,94,11,17.0,98,14,98,O3,SEDANG,JAKARTA
9/5/2011,154,12,28.0,79,14,154,PM10,TIDAK SEHAT,JAKARTA
9/6/2011,112,12,22.0,71,13,112,PM10,TIDAK SEHAT,JAKARTA
9/7/2011,120,14,25.0,89,15,120,PM10,TIDAK SEHAT,JAKARTA
9/8/2011,92,16,28.0,159,16,159,O3,TIDAK SEHAT,JAKARTA
9/9/2011,120,14,25.0,136,22,136,O3,TIDAK SEHAT,JAKARTA
9/10/2011,94,13,22.0,117,16,117,O3,TIDAK SEHAT,JAKARTA
9/11/2011,98,11,17.0,99,16,99,O3,SEDANG,JAKARTA
9/12/2011,122,14,27.0,86,16,122,PM10,TIDAK SEHAT,JAKARTA
9/13/2011,113,15,28.0,141,22,141,O3,TIDAK SEHAT,JAKARTA
9/14/2011,88,14,25.0,70,12,88,PM10,SEDANG,JAKARTA
9/15/2011,108,19,26.0,82,17,108,PM10,TIDAK SEHAT,JAKARTA
9/16/2011,94,13,34.0,89,20,94,PM10,SEDANG,JAKARTA
9/17/2011,100,11,30.0,89,19,100,PM10,SEDANG,JAKARTA
9/18/2011,148,12,26.0,87,16,148,PM10,TIDAK SEHAT,JAKARTA
9/19/2011,87,15,31.0,104,22,104,O3,TIDAK SEHAT,JAKARTA
9/20/2011,81,16,31.0,125,23,125,O3,TIDAK SEHAT,JAKARTA
9/21/2011,95,19,52.0,130,19,130,O3,TIDAK SEHAT,JAKARTA
9/22/2011,76,19,29.0,177,30,177,O3,TIDAK SEHAT,JAKARTA
9/23/2011,92,26,28.0,201,22,201,O3,SANGAT TIDAK SEHAT,JAKARTA
9/24/2011,88,19,25.0,138,22,138,O3,TIDAK SEHAT,JAKARTA
9/25/2011,92,16,20.0,102,16,102,O3,TIDAK SEHAT,JAKARTA
9/26/2011,80,25,24.0,147,18,147,O3,TIDAK SEHAT,JAKARTA
9/27/2011,78,26,27.0,119,28,119,O3,TIDAK SEHAT,JAKARTA
9/28/2011,91,24,27.0,127,19,127,O3,TIDAK SEHAT,JAKARTA
9/29/2011,81,17,29.0,147,21,147,O3,TIDAK SEHAT,JAKARTA
9/30/2011,100,23,28.0,112,23,112,O3,TIDAK SEHAT,JAKARTA
10/1/2011,81,17,24.0,124,20,124,O3,TIDAK SEHAT,JAKARTA
10/2/2011,91,18,18.0,114,15,114,O3,TIDAK SEHAT,JAKARTA
10/3/2011,73,15,27.0,147,26,147,O3,TIDAK SEHAT,JAKARTA
10/4/2011,71,18,25.0,107,18,107,O3,TIDAK SEHAT,JAKARTA
10/5/2011,75,19,30.0,118,20,118,O3,TIDAK SEHAT,JAKARTA
10/6/2011,73,21,28.0,99,26,99,O3,SEDANG,JAKARTA
10/7/2011,92,21,29.0,120,17,120,O3,TIDAK SEHAT,JAKARTA
10/8/2011,74,19,26.0,61,14,74,PM10,SEDANG,JAKARTA
10/9/2011,113,23,31.0,110,19,113,PM10,TIDAK SEHAT,JAKARTA
10/10/2011,83,16,34.0,107,19,107,O3,TIDAK SEHAT,JAKARTA
10/11/2011,99,20,34.0,208,20,208,O3,SANGAT TIDAK SEHAT,JAKARTA
10/12/2011,93,23,33.0,205,29,205,O3,SANGAT TIDAK SEHAT,JAKARTA
10/13/2011,98,25,32.0,140,21,140,O3,TIDAK SEHAT,JAKARTA
10/14/2011,100,21,29.0,102,23,102,O3,TIDAK SEHAT,JAKARTA
10/15/2011,136,21,25.0,154,21,154,O3,TIDAK SEHAT,JAKARTA
10/16/2011,129,17,40.0,77,17,129,PM10,TIDAK SEHAT,JAKARTA
10/17/2011,76,16,27.0,78,14,78,O3,SEDANG,JAKARTA
10/18/2011,89,17,25.0,80,16,89,PM10,SEDANG,JAKARTA
10/19/2011,104,19,26.0,69,16,104,PM10,TIDAK SEHAT,JAKARTA
10/20/2011,73,17,32.0,120,20,120,O3,TIDAK SEHAT,JAKARTA
10/21/2011,131,21,35.0,126,18,131,PM10,TIDAK SEHAT,JAKARTA
10/22/2011,99,18,30.0,100,16,100,O3,SEDANG,JAKARTA
10/23/2011,89,18,26.0,140,16,140,O3,TIDAK SEHAT,JAKARTA
10/24/2011,82,17,22.0,77,11,82,PM10,SEDANG,JAKARTA
10/25/2011,107,19,36.0,93,15,107,PM10,TIDAK SEHAT,JAKARTA
10/26/2011,81,18,39.0,138,24,138,O3,TIDAK SEHAT,JAKARTA
10/27/2011,82,19,52.0,93,18,93,O3,SEDANG,JAKARTA
10/28/2011,88,14,30.0,83,15,88,PM10,SEDANG,JAKARTA
10/29/2011,79,15,41.0,87,16,87,O3,SEDANG,JAKARTA
10/30/2011,79,15,31.0,100,12,100,O3,SEDANG,JAKARTA
10/31/2011,84,18,32.0,154,19,154,O3,TIDAK SEHAT,JAKARTA
11/1/2011,69,15,42.0,109,20,109,O3,TIDAK SEHAT,JAKARTA
11/2/2011,92,19,30.0,89,17,92,PM10,SEDANG,JAKARTA
11/3/2011,64,14,32.0,78,18,78,O3,SEDANG,JAKARTA
11/4/2011,57,14,30.0,64,15,64,O3,SEDANG,JAKARTA
11/5/2011,57,19,21.0,106,31,106,O3,TIDAK SEHAT,JAKARTA
11/6/2011,51,14,21.0,71,15,71,O3,SEDANG,JAKARTA
11/7/2011,58,17,25.0,175,16,175,O3,TIDAK SEHAT,JAKARTA
11/8/2011,71,23,23.0,105,34,105,O3,TIDAK SEHAT,JAKARTA
11/9/2011,78,24,31.0,127,32,127,O3,TIDAK SEHAT,JAKARTA
11/10/2011,80,30,31.0,82,18,82,O3,SEDANG,JAKARTA
11/11/2011,73,20,37.0,79,18,79,O3,SEDANG,JAKARTA
11/12/2011,60,19,20.0,96,11,96,O3,SEDANG,JAKARTA
11/13/2011,70,17,33.0,94,17,94,O3,SEDANG,JAKARTA
11/14/2011,82,22,26.0,123,21,123,O3,TIDAK SEHAT,JAKARTA
11/15/2011,81,22,35.0,147,19,147,O3,TIDAK SEHAT,JAKARTA
11/16/2011,86,31,39.0,185,36,185,O3,TIDAK SEHAT,JAKARTA
11/17/2011,96,33,33.0,179,28,179,O3,TIDAK SEHAT,JAKARTA
11/18/2011,76,19,31.0,129,20,129,O3,TIDAK SEHAT,JAKARTA
11/19/2011,64,18,28.0,122,18,122,O3,TIDAK SEHAT,JAKARTA
11/20/2011,67,20,25.0,152,14,152,O3,TIDAK SEHAT,JAKARTA
11/21/2011,65,25,35.0,121,21,121,O3,TIDAK SEHAT,JAKARTA
11/22/2011,69,32,28.0,106,21,106,O3,TIDAK SEHAT,JAKARTA
11/23/2011,91,26,38.0,179,21,179,O3,TIDAK SEHAT,JAKARTA
11/24/2011,67,33,34.0,158,22,158,O3,TIDAK SEHAT,JAKARTA
11/25/2011,58,18,26.0,115,16,115,O3,TIDAK SEHAT,JAKARTA
11/26/2011,79,19,33.0,126,15,126,O3,TIDAK SEHAT,JAKARTA
11/27/2011,74,12,23.0,133,13,133,O3,TIDAK SEHAT,JAKARTA
11/28/2011,134,27,35.0,159,26,159,O3,TIDAK SEHAT,JAKARTA
11/29/2011,91,23,32.0,104,19,104,O3,TIDAK SEHAT,JAKARTA
11/30/2011,75,20,28.0,164,20,164,O3,TIDAK SEHAT,JAKARTA
12/1/2011,76,18,26.0,107,16,107,O3,TIDAK SEHAT,JAKARTA
12/2/2011,54,19,25.0,131,15,131,O3,TIDAK SEHAT,JAKARTA
12/3/2011,44,17,29.0,105,13,105,O3,TIDAK SEHAT,JAKARTA
12/4/2011,93,23,47.0,91,16,93,PM10,SEDANG,JAKARTA
12/5/2011,59,18,20.0,81,15,81,O3,SEDANG,JAKARTA
12/6/2011,66,24,37.0,85,18,85,O3,SEDANG,JAKARTA
12/7/2011,158,34,58.0,143,23,158,PM10,TIDAK SEHAT,JAKARTA
12/8/2011,83,25,37.0,171,22,171,O3,TIDAK SEHAT,JAKARTA
12/9/2011,89,22,32.0,171,30,171,O3,TIDAK SEHAT,JAKARTA
12/10/2011,82,25,48.0,100,25,100,O3,SEDANG,JAKARTA
12/11/2011,53,14,37.0,151,15,151,O3,TIDAK SEHAT,JAKARTA
12/12/2011,54,21,26.0,171,13,171,O3,TIDAK SEHAT,JAKARTA
12/13/2011,71,24,42.0,82,19,82,O3,SEDANG,JAKARTA
12/14/2011,66,21,37.0,106,17,106,O3,TIDAK SEHAT,JAKARTA
12/15/2011,53,17,23.0,117,12,117,O3,TIDAK SEHAT,JAKARTA
12/16/2011,43,20,22.0,41,10,43,PM10,BAIK,JAKARTA
12/17/2011,42,15,19.0,35,10,42,PM10,BAIK,JAKARTA
12/18/2011,41,13,17.0,27,9,41,PM10,BAIK,JAKARTA
12/19/2011,43,12,12.0,34,8,43,PM10,BAIK,JAKARTA
12/20/2011,44,7,20.0,30,6,44,PM10,BAIK,JAKARTA
12/21/2011,53,18,22.0,39,8,53,PM10,SEDANG,JAKARTA
