tanggal,pm10,so2,co,o3,no2,max
1/14/2020,40,32,17.0,48,9,48
1/15/2020,44,29,16.0,63,9,63
1/16/2020,70,60,41.0,78,12,78
1/17/2020,86,34,40.0,125,20,125
1/18/2020,59,30,25.0,75,7,75
1/19/2020,76,34,71.0,110,15,110
1/20/2020,56,31,20.0,65,9,65
1/21/2020,62,36,41.0,50,15,62
1/22/2020,82,36,43.0,64,15,82
1/23/2020,60,32,29.0,59,18,60
1/24/2020,71,30,31.0,44,13,71
1/25/2020,40,29,34.0,80,12,80
1/26/2020,63,30,51.0,89,11,89
1/27/2020,48,30,29.0,83,13,83
1/28/2020,72,31,39.0,74,17,74
1/29/2020,70,30,42.0,92,19,92
1/30/2020,38,30,21.0,80,20,80
1/31/2020,56,30,27.0,54,16,56
2/1/2020,57,30,39.0,73,14,73
2/2/2020,52,30,35.0,64,12,64
2/3/2020,59,30,50.0,46,15,59
2/4/2020,43,30,53.0,51,14,53
2/5/2020,67,30,57.0,52,12,67
2/6/2020,63,30,26.0,50,18,63
2/7/2020,55,28,28.0,50,16,55
2/8/2020,74,30,24.0,67,12,74
2/9/2020,48,30,35.0,50,12,50
2/10/2020,51,31,27.0,91,15,91
2/11/2020,75,32,26.0,98,16,98
2/12/2020,65,35,19.0,126,19,126
2/13/2020,63,33,23.0,83,20,83
2/14/2020,81,33,36.0,60,18,81
2/15/2020,74,26,51.0,191,17,191
2/16/2020,70,23,35.0,118,16,118
2/17/2020,43,21,30.0,170,12,170
2/18/2020,62,30,55.0,182,15,182
2/19/2020,54,22,28.0,62,11,62
2/20/2020,43,20,21.0,73,13,73
2/21/2020,35,20,25.0,80,14,80
2/22/2020,58,19,75.0,85,13,85
2/23/2020,39,15,37.0,88,9,88
2/24/2020,32,19,21.0,89,9,89
2/25/2020,40,19,25.0,92,13,92
2/26/2020,52,19,27.0,89,13,89
2/27/2020,54,18,40.0,84,13,84
2/28/2020,56,21,33.0,121,16,121
2/29/2020,64,22,52.0,144,13,144
3/1/2020,22,0,35.0,213,11,213
3/2/2020,22,0,0.0,201,15,201
3/3/2020,54,0,39.0,152,13,152
3/4/2020,59,0,32.0,206,5,206
3/5/2020,24,17,52.0,95,3,95
3/6/2020,34,27,40.0,54,7,54
3/7/2020,30,24,40.0,58,5,58
3/8/2020,52,22,38.0,59,7,59
3/9/2020,32,21,39.0,43,4,43
3/10/2020,25,20,36.0,41,4,41
3/11/2020,34,20,46.0,63,4,63
3/12/2020,44,19,58.0,72,10,72
3/13/2020,32,19,51.0,69,6,69
3/14/2020,66,22,59.0,179,8,179
3/15/2020,53,18,63.0,92,8,92
3/16/2020,48,19,62.0,70,9,70
3/17/2020,40,18,38.0,101,9,101
3/18/2020,45,18,35.0,90,6,90
3/19/2020,69,0,33.0,99,7,99
3/20/2020,51,0,11.0,83,8,83
3/21/2020,42,0,15.0,84,6,84
3/22/2020,27,0,5.0,71,7,71
3/23/2020,52,0,14.0,105,7,105
3/24/2020,70,0,25.0,93,11,93
3/25/2020,34,0,6.0,99,5,99
3/26/2020,44,0,9.0,67,5,67
3/27/2020,40,0,6.0,117,5,117
3/28/2020,58,11,12.0,124,6,124
3/29/2020,65,14,11.0,91,7,91
3/30/2020,53,9,10.0,76,5,76
3/31/2020,47,11,14.0,96,6,96
4/1/2020,51,25,35.0,129,10,129
4/2/2020,55,25,22.0,57,7,57
4/3/2020,55,27,22.0,62,6,62
4/4/2020,66,28,25.0,83,7,83
4/5/2020,66,28,19.0,103,8,103
4/6/2020,56,26,29.0,73,9,73
4/7/2020,42,25,23.0,56,9,56
4/8/2020,33,26,13.0,69,7,69
4/9/2020,59,28,19.0,73,10,73
4/10/2020,65,27,26.0,132,12,132
4/11/2020,109,27,18.0,135,6,135
4/12/2020,82,27,31.0,136,13,136
4/13/2020,52,26,17.0,86,9,86
4/14/2020,54,28,22.0,109,10,109
4/15/2020,57,27,19.0,109,11,109
4/16/2020,60,27,17.0,87,13,87
4/17/2020,60,27,19.0,92,11,92
4/18/2020,53,28,15.0,100,10,100
4/19/2020,73,29,20.0,147,14,147
4/20/2020,78,28,20.0,116,9,116
4/21/2020,69,28,17.0,59,10,69
4/22/2020,111,31,26.0,75,11,111
4/23/2020,66,27,17.0,88,9,88
4/24/2020,71,27,22.0,70,8,71
4/25/2020,64,26,29.0,77,9,77
4/26/2020,75,26,23.0,101,10,101
4/27/2020,51,25,18.0,131,8,131
4/28/2020,59,20,22.0,82,13,82
4/29/2020,67,25,19.0,85,11,85
4/30/2020,80,22,37.0,77,17,76
5/1/2020,55,26,21.0,83,10,83
5/2/2020,36,22,12.0,80,9,80
5/3/2020,65,34,35.0,49,11,65
5/4/2020,53,21,14.0,75,8,75
5/5/2020,53,22,18.0,73,9,73
5/6/2020,52,22,14.0,63,7,63
5/7/2020,67,24,18.0,69,9,69
5/8/2020,91,22,18.0,120,10,120
5/9/2020,77,22,22.0,75,12,77
5/10/2020,72,23,27.0,81,15,81
5/11/2020,54,24,18.0,83,8,83
5/12/2020,57,23,20.0,81,10,81
5/13/2020,55,22,17.0,79,8,79
5/14/2020,61,23,17.0,64,12,64
5/15/2020,66,23,18.0,62,9,66
5/16/2020,65,23,17.0,77,8,77
5/17/2020,74,23,18.0,122,9,122
5/18/2020,62,21,15.0,79,10,79
5/19/2020,42,23,15.0,119,13,119
5/20/2020,61,23,14.0,73,9,73
5/21/2020,33,23,14.0,79,12,79
5/22/2020,70,22,16.0,88,17,88
5/23/2020,42,22,15.0,87,8,87
5/24/2020,62,21,26.0,65,11,65
5/25/2020,50,25,15.0,44,9,50
5/26/2020,52,42,18.0,45,8,52
5/27/2020,37,22,12.0,76,10,76
5/28/2020,64,35,16.0,136,16,136
5/29/2020,62,27,16.0,134,12,134
5/30/2020,63,38,36.0,73,11,73
5/31/2020,54,32,28.0,66,9,66
6/1/2020,61,23,22.0,69,10,69
6/2/2020,50,22,20.0,57,8,57
6/3/2020,47,21,14.0,48,11,48
6/4/2020,56,31,18.0,41,11,56
6/5/2020,62,24,17.0,96,12,96
6/6/2020,69,24,16.0,98,14,98
6/7/2020,66,26,19.0,96,15,96
6/8/2020,72,23,23.0,56,12,72
6/9/2020,81,24,38.0,61,13,81
6/10/2020,67,21,24.0,61,14,67
6/11/2020,63,24,17.0,79,10,79
6/12/2020,55,22,14.0,97,13,97
6/13/2020,68,24,14.0,99,12,99
6/14/2020,64,30,17.0,97,12,97
6/15/2020,76,23,18.0,95,13,95
6/16/2020,74,24,24.0,59,11,74
6/17/2020,74,23,20.0,73,12,74
6/18/2020,67,24,20.0,79,9,79
6/19/2020,57,22,14.0,75,11,75
6/20/2020,73,23,20.0,92,17,92
6/21/2020,67,22,17.0,90,10,90
6/22/2020,71,25,19.0,69,11,71
6/23/2020,58,22,21.0,70,15,70
6/24/2020,58,22,16.0,124,19,124
6/25/2020,80,25,53.0,85,23,85
6/26/2020,78,24,23.0,97,19,97
6/27/2020,75,25,18.0,69,14,75
6/28/2020,80,25,16.0,81,11,81
6/29/2020,78,24,15.0,90,15,90
6/30/2020,79,24,18.0,86,15,86
7/1/2020,74,29,15.0,94,14,94
7/2/2020,79,24,20.0,71,13,79
7/3/2020,58,27,23.0,88,14,88
7/4/2020,70,23,16.0,71,14,71
7/5/2020,67,24,16.0,57,12,67
7/6/2020,75,39,16.0,66,16,75
7/7/2020,57,30,15.0,63,16,63
7/8/2020,69,28,15.0,90,15,90
7/9/2020,60,22,14.0,102,12,102
7/10/2020,70,24,21.0,113,19,113
7/11/2020,86,23,20.0,111,16,111
7/12/2020,68,22,24.0,79,9,79
7/13/2020,68,25,20.0,71,13,71
7/14/2020,69,23,15.0,71,16,71
7/15/2020,63,22,14.0,51,12,63
7/16/2020,55,27,13.0,52,11,55
7/17/2020,66,31,17.0,68,14,68
7/18/2020,59,25,17.0,84,15,84
7/19/2020,71,25,21.0,90,10,90
7/20/2020,66,20,14.0,119,12,119
7/21/2020,87,24,48.0,95,14,95
7/22/2020,63,23,20.0,75,15,75
7/23/2020,63,25,15.0,130,11,130
7/24/2020,67,24,18.0,98,13,98
7/25/2020,69,24,13.0,92,11,92
7/26/2020,62,26,11.0,79,10,79
7/27/2020,67,31,12.0,89,12,89
7/28/2020,71,24,21.0,160,14,160
7/29/2020,67,24,17.0,164,14,164
7/30/2020,76,24,14.0,136,14,136
7/31/2020,68,25,13.0,115,14,115
8/1/2020,69,22,16.0,134,14,134
8/2/2020,91,27,26.0,102,16,102
8/3/2020,95,26,19.0,90,16,95
8/4/2020,73,27,12.0,91,12,91
8/5/2020,86,26,15.0,84,15,86
8/6/2020,88,27,21.0,108,16,108
8/7/2020,81,26,18.0,119,14,119
8/8/2020,79,28,17.0,79,14,79
8/9/2020,74,25,17.0,82,12,82
8/10/2020,81,25,19.0,76,12,81
8/11/2020,96,26,19.0,78,12,96
8/12/2020,93,25,37.0,68,18,93
8/13/2020,81,24,19.0,58,13,81
8/14/2020,41,21,21.0,68,17,68
8/15/2020,58,23,24.0,59,14,59
8/16/2020,52,24,20.0,68,10,68
8/17/2020,56,22,17.0,67,10,67
8/18/2020,75,25,19.0,99,14,99
8/19/2020,80,33,29.0,82,18,82
8/20/2020,62,30,18.0,64,13,64
8/21/2020,71,32,10.0,58,10,71
8/22/2020,84,31,20.0,63,16,84
8/23/2020,72,33,27.0,88,14,88
8/24/2020,79,31,17.0,68,14,79
8/25/2020,74,33,13.0,75,17,75
8/26/2020,63,31,9.0,100,11,100
8/27/2020,57,31,10.0,80,11,80
8/28/2020,84,33,15.0,67,16,84
8/29/2020,70,33,12.0,71,12,71
8/30/2020,74,33,15.0,79,10,79
8/31/2020,69,33,13.0,134,14,134
9/1/2020,71,96,26.0,88,70,96
9/2/2020,72,97,26.0,92,122,122
9/3/2020,80,92,25.0,90,94,94
9/4/2020,66,88,25.0,56,54,88
9/5/2020,70,89,25.0,123,121,123
9/6/2020,75,98,25.0,140,121,140
9/7/2020,72,103,27.0,113,84,113
9/8/2020,78,90,28.0,78,61,90
9/9/2020,82,97,28.0,65,62,97
9/10/2020,77,80,26.0,141,95,141
9/11/2020,89,101,27.0,109,104,109
9/12/2020,67,101,25.0,128,132,132
9/13/2020,72,94,25.0,109,130,130
9/14/2020,72,102,26.0,85,89,102
9/15/2020,57,87,36.0,99,80,99
9/16/2020,67,89,26.0,117,84,117
9/17/2020,65,79,29.0,86,83,86
9/18/2020,70,94,26.0,60,70,94
9/19/2020,88,97,42.0,96,68,97
9/20/2020,73,87,26.0,38,48,87
9/21/2020,65,71,27.0,91,84,91
9/22/2020,62,60,26.0,84,83,84
9/23/2020,73,101,33.0,162,125,162
9/24/2020,57,94,29.0,111,128,128
9/25/2020,74,95,30.0,108,114,114
9/26/2020,73,105,30.0,118,99,118
9/27/2020,70,96,31.0,98,93,98
9/28/2020,74,77,31.0,97,79,97
9/29/2020,68,72,34.0,97,92,97
9/30/2020,57,78,34.0,78,82,82
10/1/2020,73,83,32.0,73,62,83
10/2/2020,83,89,35.0,87,79,89
10/3/2020,74,77,32.0,80,89,89
10/4/2020,79,83,33.0,108,95,108
10/5/2020,62,64,32.0,109,128,128
10/6/2020,64,69,34.0,103,110,110
10/7/2020,77,73,33.0,127,92,127
10/8/2020,68,74,35.0,117,109,117
10/9/2020,74,99,32.0,105,88,105
10/10/2020,70,74,32.0,80,72,80
10/11/2020,69,71,32.0,91,95,95
10/12/2020,58,89,34.0,135,116,135
10/13/2020,72,105,35.0,130,94,130
10/14/2020,81,93,34.0,115,94,115
10/15/2020,79,103,35.0,98,97,103
10/16/2020,68,91,35.0,134,110,134
10/17/2020,70,80,34.0,99,99,99
10/18/2020,60,82,36.0,67,71,82
10/19/2020,64,89,35.0,76,71,89
10/20/2020,63,86,37.0,77,68,86
10/21/2020,57,85,35.0,104,99,104
10/22/2020,53,82,37.0,57,68,82
10/23/2020,39,65,37.0,48,43,65
10/24/2020,56,82,38.0,83,100,100
10/25/2020,52,65,39.0,68,83,83
10/26/2020,57,80,41.0,123,99,123
10/27/2020,52,69,37.0,79,98,98
10/28/2020,66,86,39.0,117,82,117
10/29/2020,57,78,38.0,88,60,88
10/30/2020,63,86,40.0,49,58,86
10/31/2020,45,59,29.0,79,67,79
11/1/2020,56,82,38.0,55,59,82
11/2/2020,49,41,38.0,38,63,63
11/3/2020,54,77,41.0,84,84,84
11/4/2020,54,81,43.0,146,87,146
11/5/2020,58,78,41.0,67,68,78
11/6/2020,80,112,44.0,64,67,112
11/7/2020,65,88,42.0,85,67,88
11/8/2020,67,90,40.0,65,60,90
11/9/2020,72,107,43.0,115,74,115
11/10/2020,82,104,43.0,83,79,104
11/11/2020,79,100,43.0,111,99,111
11/12/2020,61,80,44.0,69,83,83
11/13/2020,57,74,44.0,50,58,74
11/14/2020,67,91,46.0,135,88,135
11/15/2020,59,73,44.0,55,65,73
11/16/2020,64,87,48.0,64,57,87
11/17/2020,60,99,44.0,88,107,107
11/18/2020,59,89,53.0,104,92,104
11/19/2020,77,98,43.0,115,98,115
11/20/2020,62,85,46.0,55,65,85
11/21/2020,67,82,44.0,60,63,82
11/22/2020,70,83,42.0,57,74,83
11/23/2020,69,102,46.0,69,64,102
11/24/2020,68,95,44.0,71,76,95
11/25/2020,55,74,43.0,49,80,80
11/26/2020,60,76,45.0,93,104,104
11/27/2020,51,71,43.0,78,56,78
11/28/2020,54,78,44.0,84,148,148
11/29/2020,48,56,43.0,58,50,58
11/30/2020,28,39,42.0,30,42,42
12/1/2020,47,75,43.0,28,45,75
12/2/2020,51,72,43.0,46,48,72
12/3/2020,42,54,43.0,67,68,68
12/4/2020,46,64,50.0,56,52,64
12/5/2020,31,42,46.0,48,34,48
12/6/2020,35,52,46.0,26,34,52
12/7/2020,25,42,44.0,34,38,44
12/8/2020,37,52,44.0,34,39,52
12/9/2020,34,46,44.0,28,42,46
12/10/2020,33,48,46.0,36,32,48
12/11/2020,36,55,51.0,35,43,55
12/12/2020,38,51,51.0,34,46,51
12/13/2020,29,46,23.0,33,40,46
12/14/2020,27,48,22.0,40,54,54
12/15/2020,45,75,21.0,31,47,75
12/16/2020,32,56,21.0,28,43,56
12/17/2020,29,46,22.0,39,45,46
12/18/2020,32,42,22.0,38,46,46
12/19/2020,39,53,22.0,29,39,53
12/20/2020,38,55,23.0,25,39,55
12/21/2020,25,41,21.0,18,33,41
12/22/2020,40,61,24.0,39,45,61
12/23/2020,68,106,26.0,43,53,106
12/24/2020,52,69,28.0,38,62,69
12/25/2020,39,53,23.0,34,31,53
12/26/2020,37,52,26.0,33,46,52
12/27/2020,44,59,26.0,44,48,59
12/28/2020,45,57,27.0,35,53,57
12/29/2020,26,45,23.0,27,45,45
12/30/2020,39,40,22.0,21,54,54
12/31/2020,41,52,25.0,27,64,64
1/1/2021,43,58,29.0,35,65,65
1/2/2021,58,86,38.0,64,80,86
1/3/2021,64,93,25.0,62,86,93
1/4/2021,50,67,24.0,31,77,77
1/5/2021,59,89,24.0,35,77,89
1/6/2021,73,81,29.0,66,85,85
1/7/2021,36,52,22.0,55,72,72
1/8/2021,38,68,26.0,51,71,71
1/9/2021,60,77,34.0,42,80,80
1/10/2021,24,39,16.0,38,59,59
1/11/2021,51,72,17.0,57,68,72
1/12/2021,29,58,20.0,44,77,77
1/13/2021,36,47,17.0,32,68,68
1/14/2021,36,78,20.0,38,65,78
1/15/2021,52,82,20.0,56,65,82
1/16/2021,70,92,19.0,38,67,92
1/17/2021,58,86,22.0,41,93,93
1/18/2021,51,64,21.0,37,78,78
1/19/2021,42,56,19.0,35,58,58
1/20/2021,54,45,17.0,33,72,72
1/21/2021,63,51,21.0,38,67,67
1/22/2021,84,112,32.0,54,67,112
1/23/2021,89,126,47.0,61,104,126
1/24/2021,64,90,19.0,31,75,90
1/25/2021,62,95,29.0,67,134,134
1/26/2021,57,79,34.0,39,71,79
1/27/2021,33,37,25.0,20,63,63
1/28/2021,28,49,25.0,28,53,53
1/29/2021,30,53,26.0,36,65,65
1/30/2021,46,39,25.0,32,64,64
1/31/2021,41,55,24.0,29,68,68
2/1/2021,73,38,26.0,46,34,126
2/2/2021,53,40,14.0,55,25,70
2/3/2021,32,40,11.0,42,19,53
2/4/2021,36,40,14.0,47,24,59
2/5/2021,29,40,14.0,45,35,51
2/6/2021,34,40,8.0,57,15,57
2/7/2021,33,40,10.0,57,13,57
2/8/2021,26,39,10.0,54,17,54
2/9/2021,33,40,13.0,47,22,57
2/10/2021,50,40,13.0,49,16,64
2/11/2021,38,43,13.0,35,17,57
2/12/2021,63,43,16.0,33,42,98
2/13/2021,59,40,12.0,40,16,89
2/14/2021,55,40,11.0,42,19,73
2/15/2021,42,40,13.0,37,25,66
2/16/2021,43,40,11.0,42,26,63
2/17/2021,46,40,25.0,41,37,71
2/18/2021,53,44,13.0,41,29,70
2/19/2021,32,42,20.0,41,33,52
2/20/2021,45,39,13.0,53,20,63
2/21/2021,36,39,10.0,48,17,52
2/22/2021,68,42,22.0,41,40,103
2/23/2021,66,40,16.0,54,23,90
2/24/2021,42,40,10.0,33,16,61
2/25/2021,31,43,12.0,45,23,54
2/26/2021,48,43,13.0,40,20,75
2/27/2021,59,44,15.0,50,31,94
2/28/2021,68,40,18.0,60,18,113
3/1/2021,62,45,13.0,38,18,97
3/2/2021,55,50,17.0,53,28,81
3/3/2021,59,46,21.0,50,35,83
3/4/2021,62,45,19.0,49,31,103
3/5/2021,65,54,16.0,59,30,81
3/6/2021,71,59,25.0,52,42,95
3/7/2021,64,41,23.0,51,31,103
3/8/2021,58,40,16.0,41,22,81
3/9/2021,51,41,15.0,33,22,63
3/10/2021,60,42,21.0,42,39,91
3/11/2021,38,39,9.0,43,21,53
3/12/2021,66,41,19.0,45,25,99
3/13/2021,53,41,13.0,41,25,72
3/14/2021,52,41,16.0,37,21,73
3/15/2021,55,42,18.0,49,34,92
3/16/2021,67,46,13.0,57,36,101
3/17/2021,78,55,20.0,53,45,123
3/18/2021,78,45,16.0,74,40,125
3/19/2021,73,42,14.0,59,35,96
3/20/2021,65,44,16.0,56,31,106
3/21/2021,81,41,16.0,51,17,118
3/22/2021,62,41,15.0,43,18,93
3/23/2021,51,41,11.0,44,16,77
3/24/2021,43,40,11.0,37,15,64
3/25/2021,38,41,9.0,41,17,68
3/26/2021,57,42,19.0,53,28,83
3/27/2021,62,49,13.0,63,33,91
3/28/2021,57,43,15.0,71,31,78
3/29/2021,65,48,19.0,67,37,91
3/30/2021,59,42,15.0,55,30,76
3/31/2021,56,43,18.0,48,25,69
